timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,additional_monetary_comp,currency,income_context,country,us_state,city,years_of_experience_in_field,years_of_experience_overall,highest_level_of_education,gender,race
04/21/2021 03:58:27,45-54,Education (Higher Ed),Postdoc,Remote position,,N/A,USD,net,United States,,Seattle,8 - 10 years,8 - 10 years,College degree,woman,Another option not listed here
2021-04-19 06:48,under 18,Accounting,Senior Accountant,Entry level position,,none,usd,USD equivalent,US,Oregon,,11 - 20 years,11 - 20 years,College degree,Man,Black or African American
04/12/2021,45-54,Legal,Paralegal,," 157,789 ",,EUR,gross,,,Denver,11 - 20 years,11 - 20 years,High School,Man,"Hispanic, Latino, or Spanish origin"
2021-04-21 21:34,35-44,Consulting,Management Consultant,Part-time equivalent,$90158,"1,109.00",usd,USD equivalent,US,,Seattle,8 - 10 years,8 - 10 years,College degree,man,Another option not listed here
4/20/2021 1:25:52,65 or over,Nursing,Head Nurse,Senior level," 74,536 ",,USD,,Ireland,,,2 - 4 years,2 - 4 years,College degree,,Another option not listed here
4/12/2021 11:49:00,25-34,Tech/Software,Product Manager,Government pay scale,"150,008.00",,USD ,net,United States,Texas,,8 - 10 years,8 - 10 years,PhD,Man,Multiracial
2021-04-27 23:17,35-44,Finance,CFO,Part-time equivalent,,N/A,USD,,United States,Massachusetts,Chicago,21 - 30 years,21 - 30 years,College degree,Man,
2021-04-26 17:07,under 18,Insurance,Insurance Manager,,$90916,"$2,864",USD,,Netherlands,,,21 - 30 years,21 - 30 years,Master's degree,Non-binary,Asian or Asian American
04/28/2021 15:57:19,35-44,Government & Public Administration,Program Manager,,28345,,USD,,United States,Oregon,New York,2 - 4 years,2 - 4 years,College degree,Woman,
4/14/2021 17:17:04,25-34,Tech/Software,ML Engineer,Senior level,61775,,USD,,United states,Massachusetts,,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Asian or Asian American
4/14/2021 0:19:54,25-34,Tech/Software,Machine Learning Engineer,Government pay scale,"81,725",9491,GBP,,,,,1 year or less,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin"
04/22/2021,25-34,Engineering,Chemical Engineer,Part-time equivalent,"102,148.00",23604,USD,,Sweden,,Chicago,8 - 10 years,8 - 10 years,College degree,Female,Another option not listed here
4/22/2021 1:00:15,55-64,Finance,Portfolio Manager,Academic salary,113975," 14,891 ",USD,,United states,Washington,,2 - 4 years,2 - 4 years,College degree,man,Black or African American
04/17/2021,45-54,Architecture,Interior Designer,,"81,989.00",,USD,,Australia,,,2 - 4 years,2 - 4 years,Master's degree,Woman,Multiracial
4/20/2021 4:54:15,25-34,Education (Higher Ed),Assistant Professor,Part-time equivalent,,,USD,,USA,California,,8 - 10 years,8 - 10 years,PhD,Female,White
4/20/2021 2:19:45,18-24,Education (K-12),School Counselor,Entry level position,"50,790",,GBP,net,United States,New York,,8 - 10 years,8 - 10 years,High School,Man,Asian or Asian American
4/14/2021 1:25:27,35-44,Hospitality,General Manager,Includes bonus,98519,"5,240.00",USD ,,Ireland,,Austin,21 - 30 years,21 - 30 years,College degree,Man,
2021-04-27 01:37,25-34,Finance,Treasurer,Remote position,"108,464",,USD,before tax,United States,,,2 - 4 years,2 - 4 years,College degree,woman,Asian or Asian American
2021-04-14 18:54,under 18,Nonprofit,Grant Writer,,$62933,"2,125",USD,,U.S.,Washington,Chicago,5-7 years,5-7 years,College degree,man,Black or African American
2021-04-17 06:22,35-44,Consulting,Business Analyst,,"81,915.00","25,281.00",CAD,,Germany,,New York,5-7 years,5-7 years,College degree,Female,Another option not listed here
04/16/2021 14:35:46,35-44,Real Estate,Property Manager,Entry level position," 162,325 ",none,USD,,US,,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/15/2021 20:47:37,35-44,Healthcare,Physician Assistant,Senior level,214764,0.00,USD,net,United States,Colorado,,11 - 20 years,11 - 20 years,College degree,Non-binary/third gender,Asian or Asian American
04/17/2021,18-24,Education (Higher Ed),Postdoc,,"94,879",,EUR,,United States,Colorado,,8 - 10 years,8 - 10 years,Some college,Woman,Black or African American
04/25/2021,25-34,Marketing & Advertising,Marketing Manager,Commission based," 93,101 ",,USD,,,,Chicago,21 - 30 years,21 - 30 years,College degree,,Black or African American
04/23/2021,45-54,Marketing & Advertising,CMO,,$62564,32845,USD,,United states,,,5-7 years,5-7 years,College degree,Man,
4/13/2021 15:29:09,35-44,Healthcare,Doctor,Remote position," 196,694 ",,USD,USD equivalent,United States,Massachusetts,Seattle,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
04/17/2021,45-54,Insurance,Insurance Manager,Academic salary,"53,916"," 6,251 ",CAD,,Germany,,San Francisco,1 year or less,1 year or less,Master's degree,Woman,Another option not listed here
04/23/2021,18-24,Hospitality,General Manager,Entry level position," 46,716 ",,USD ,,United States,,,5-7 years,5-7 years,Master's degree,Man,Multiracial
2021-04-26 13:29,25-34,Healthcare,Nurse Practitioner,Government pay scale,,,EUR,,United States,,,21 - 30 years,21 - 30 years,PhD,man,"Hispanic, Latino, or Spanish origin"
04/26/2021 21:08:46,25-34,Healthcare,Healthcare Administrator,Includes bonus,"$185,524",,USD,,Canada,,,21 - 30 years,21 - 30 years,Some college,Male,White
04/18/2021 08:54:46,25-34,Food & Beverage,Food & Beverage Manager,,56519,110,GBP,,Sweden,,Austin,5-7 years,5-7 years,PhD,Woman,Another option not listed here
04/15/2021 10:57:52,35-44,Law,Corporate Attorney,,,,USD,,Germany,,,11 - 20 years,11 - 20 years,PhD,Non-binary,
04/21/2021 10:38:26,45-54,Tech/Software,Senior SWE,Commission based,24300,$3684,CAD,,Australia,,,41 years or more,41 years or more,Master's degree,Woman,Another option not listed here
4/18/2021 5:51:01,45-54,Food & Beverage,Restaurant Manager,Includes bonus,73338," 1,988 ",USD ,,United States,,,11 - 20 years,11 - 20 years,Some college,man,
04/18/2021,35-44,Marketing & Advertising,Content Manager,,"87,729.00",,GBP,,United states,,Portland,2 - 4 years,2 - 4 years,Master's degree,Female,Another option not listed here
4/17/2021 3:49:58,45-54,Tech/Software,Software Developer,,,,USD,,USA,,Chicago,5-7 years,5-7 years,College degree,Woman,Multiracial
2021-04-15 06:29,18-24,Education (Higher Ed),Postdoc,,"94,879",,EUR,,United States,Colorado,,8 - 10 years,8 - 10 years,Some college,Woman,Black or African American
4/18/2021 21:16:26,25-34,Tech/Software,Product Manager (Tech),Part-time equivalent,"73,165.00"," 17,668 ",USD,,United States,Colorado,,5-7 years,5-7 years,PhD,Female,
04/29/2021 10:27:04,25-34,Healthcare,Physician,Entry level position," 190,911 ",$18266,USD,,Canada,,San Francisco,8 - 10 years,8 - 10 years,College degree,Man,
2021-04-29 23:32,25-34,Media & Publishing,Copy Editor,Government pay scale," 61,018 ","5,979.00",CAD,,USA,Massachusetts,,21 - 30 years,21 - 30 years,PhD,woman,
04/28/2021,25-34,Consulting,Associate Consultant,Contract role,,,usd,,United Kingdom,,Los Angeles,11 - 20 years,11 - 20 years,College degree,Non-binary,Another option not listed here
4/26/2021 1:16:03,45-54,Hospitality,Event Coordinator,,"27,018",,USD,,Sweden,,,5-7 years,5-7 years,College degree,Non-binary,
04/16/2021 06:50:23,25-34,Education (Higher Ed),Assistant Professor,Remote position,"$122,980",$3422,USD,gross,United States,Illinois,Los Angeles,11 - 20 years,11 - 20 years,PhD,man,
4/14/2021 9:24:47,45-54,Finance,Investment Analyst,Senior level," 151,454 ",0,GBP,,Australia,,New York,21 - 30 years,21 - 30 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/18/2021 18:56:56,45-54,Nursing,Registered Nurse,Part-time equivalent,"40,462", ,USD,,Germany,,Boston,5-7 years,5-7 years,PhD,Female,Another option not listed here
2021-04-17 04:16,25-34,Education (K-12),Middle School Teacher,Includes bonus,"38,924.00",22449,GBP,before tax,United States,Oregon,,5-7 years,5-7 years,College degree,Male,Multiracial
4/23/2021 12:34:29,45-54,Insurance,Insurance Manager,Commission based,$39729,,USD,,United Kingdom,,,5-7 years,5-7 years,College degree,man,
04/23/2021,25-34,Education (K-12),Vice Principal,Part-time equivalent,"64,276",97,INR,gross,United States,,Denver,11 - 20 years,11 - 20 years,Some college,man,White
04/21/2021 20:03:30,45-54,Legal,Lawyer,,$115266,1027,EUR,before tax,United Kingdom,,,2 - 4 years,2 - 4 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin"
4/27/2021 8:21:44,25-34,Tech/Software,Sr. Software Engineer,Part-time equivalent,,,USD,,United States,New York,,11 - 20 years,11 - 20 years,High School,Woman,
04/18/2021,35-44,Engineering,Engineering Manager,Academic salary,35808,,USD,,United Kingdom,,Denver,5-7 years,5-7 years,College degree,Woman,White
04/25/2021 11:11:29,45-54,Nursing,Travel Nurse,Part-time equivalent,74817,5369,USD,,United States,California,,11 - 20 years,11 - 20 years,PhD,Non-binary,
2021-04-29 00:14,35-44,Banking/Finance,Risk Analyst,Entry level position,"132,807","12,996.00",CAD,,United States,Illinois,,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
4/12/2021 3:06:16,25-34,Engineering,Electrical Engineer,,"66,187",7732,USD,USD equivalent,US,,Boston,11 - 20 years,11 - 20 years,College degree,Non-binary,Multiracial
2021-04-22 14:40,25-34,Marketing & Advertising,Content Manager,Academic salary,"$81,012",,USD,,Netherlands,,Portland,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
04/23/2021,25-34,Architecture,Architect,Commission based,"96,000.00",,INR,,United States,Oregon,,8 - 10 years,8 - 10 years,PhD,Man,"Hispanic, Latino, or Spanish origin"
4/13/2021 10:08:09,25-34,Legal,Legal Counsel,,68602,11569,USD,,United States,Illinois,Denver,1 year or less,1 year or less,College degree,Man,
04/18/2021 07:52:23,45-54,Finance,Portfolio Manager,Part-time equivalent,"$201,046",,USD,,UK,,Denver,21 - 30 years,21 - 30 years,Master's degree,Non-binary,Asian or Asian American
04/19/2021 00:48:04,35-44,Healthcare,Healthcare Administrator,Commission based," 224,407 ",,USD,USD equivalent,USA,Oregon,,8 - 10 years,8 - 10 years,PhD,Female,Multiracial
04/20/2021,25-34,Insurance,Underwriter,Contract role," 77,503 ",,USD,,United States,Illinois,,5-7 years,5-7 years,Master's degree,Man,Black or African American
04/25/2021 18:47:15,25-34,Law,Attorney,,"$103,485",,USD,,United States,,Chicago,21 - 30 years,21 - 30 years,Some college,Male,Multiracial
04/13/2021,25-34,Engineering,Engineering Manager,Includes bonus,$137861,"$4,442",USD,USD equivalent,US,California,,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/18/2021 8:04:46,35-44,Healthcare,MD,,"171,354","18,477.00",AUD,USD equivalent,USA,Washington,,2 - 4 years,2 - 4 years,Master's degree,Non-binary/third gender,Multiracial
2021-04-20 02:32,25-34,Food & Beverage,Catering Manager,Part-time equivalent,"56,443", ,INR,,United states,,,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-20 09:14,25-34,Tech/Software,software engineer,Includes bonus," 43,589 ","6,503",USD,,United States,New York,,5-7 years,5-7 years,Some college,Non-binary,Black or African American
4/20/2021 9:12:28,35-44,Nursing,Travel Nurse,,78192,2846,AUD,,United States,Florida,,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Multiracial
2021-04-12 13:42,35-44,Education (Higher Ed),Academic Advisor,,depends,17996,USD,,United States,Massachusetts,Denver,8 - 10 years,8 - 10 years,High School,Woman,Another option not listed here
04/12/2021,35-44,Retail,Merchandiser,Commission based,"77,687",none,USD,,United States,Illinois,,8 - 10 years,8 - 10 years,Some college,Woman,
4/27/2021 7:49:11,18-24,Nursing,Charge Nurse,Contract role,"46,400",N/A,AUD,,United States,,,1 year or less,1 year or less,Some college,man,"Hispanic, Latino, or Spanish origin"
04/15/2021,45-54,Education (Higher Ed),Associate Professor,,"81,110.00","1,580",USD,before tax,U.S.,Massachusetts,,8 - 10 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-13 08:18,55-64,Healthcare,Medical Director,Government pay scale,,,EUR,,United States,New York,,5-7 years,5-7 years,High School,Woman,White
04/23/2021 13:56:08,25-34,Education (Higher Ed),Professor,Entry level position," 58,259 ",7993,USD,net,US,New York,Chicago,2 - 4 years,2 - 4 years,Master's degree,Woman,Multiracial
4/15/2021 23:56:18,55-64,Banking/Finance,Risk Analyst,Contract role,37872,,USD,,United States,New York,Austin,8 - 10 years,8 - 10 years,College degree,Non-binary/third gender,"Hispanic, Latino, or Spanish origin"
04/20/2021,25-34,Consulting,Management Consultant,," 170,655 ","$1,211",USD,,Switzerland,,Austin,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Multiracial
4/26/2021 8:15:30,25-34,Government & Public Administration,Budget Analyst,Entry level position,,,USD,,United states,Massachusetts,,2 - 4 years,2 - 4 years,College degree,Woman,
04/28/2021,35-44,Food & Beverage,Food & Beverage Manager,Academic salary,,,CAD,,United Kingdom,,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here
04/26/2021,35-44,Nonprofit,Development Manager,Academic salary,"87,373",,USD ,gross,United States,,Austin,21 - 30 years,21 - 30 years,College degree,Non-binary/third gender,"Hispanic, Latino, or Spanish origin"
2021-04-29 10:38,35-44,Accounting,Staff Accountant,Academic salary,"43,430.00","28,234",USD,,Germany,,,8 - 10 years,8 - 10 years,Master's degree,Man,Black or African American
04/26/2021 00:26:48,25-34,Real Estate,Real Estate Agent,Commission based,"62,815.00","3,986",CAD,USD equivalent,USA,Illinois,,21 - 30 years,21 - 30 years,Master's degree,Male,Another option not listed here
04/13/2021 22:13:43,25-34,Hospitality,Operations Manager,,$44739," 16,917 ",USD,,US,Florida,Seattle,5-7 years,5-7 years,Master's degree,Woman,Black or African American
04/29/2021,25-34,Education (Higher Ed),Lecturer,Senior level,"67,849","4,478.00",AUD,,Ireland,,,5-7 years,5-7 years,Master's degree,Woman,White
04/19/2021,35-44,Insurance,Actuary,Part-time equivalent,"95,652",none,GBP,,UK,,,8 - 10 years,8 - 10 years,College degree,Man,
04/23/2021,35-44,Legal,Lawyer,Academic salary,"159,840.00",,usd,,United States,California,,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Another option not listed here
04/22/2021 14:42:44,25-34,Architecture,Project Architect,Academic salary,"80,806","$20,879",USD,,,,,5-7 years,5-7 years,College degree,Female,
2021-04-27 23:02,35-44,Real Estate,Real Estate Agent,,,,USD,,Canada,,,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Male,"Hispanic, Latino, or Spanish origin"
4/22/2021 19:47:48,25-34,Nursing,Travel Nurse,,139662," 12,184 ",INR,,Netherlands,,,21 - 30 years,21 - 30 years,College degree,Male,Multiracial
2021-04-21 21:11,35-44,Media & Publishing,Content Writer,,"51,039.00",,CAD,,France,,Portland,5-7 years,5-7 years,High School,Man,
2021-04-18 05:08,25-34,Tech/Software,ML Engineer,,"85,340.00",0,USD,,United States,,Chicago,21 - 30 years,21 - 30 years,Some college,man,Black or African American
2021-04-19 22:07,18-24,Nonprofit,Outreach Coordinator,,24839,,USD,,US,Washington,,21 - 30 years,21 - 30 years,Master's degree,Man,
04/18/2021,25-34,Education (K-12),Principal,Senior level,"38,412",,GBP,,Germany,,,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,White
04/28/2021 11:56:10,45-54,Banking/Finance,Loan Officer,Senior level,"111,502.00",,GBP,net,United States,,Portland,21 - 30 years,21 - 30 years,College degree,Man,Black or African American
4/24/2021 0:05:13,35-44,Banking/Finance,Compliance Officer,Includes bonus,"86,957",,USD,,US,New York,,21 - 30 years,21 - 30 years,College degree,Man,Another option not listed here
04/12/2021,55-64,Law,Lawyer,,106064,$5565,EUR,,Ireland,,,5-7 years,5-7 years,College degree,,"Hispanic, Latino, or Spanish origin"
04/27/2021 13:23:23,45-54,Healthcare,Healthcare Administrator,,"$197,117",,USD,gross,Netherlands,,Los Angeles,21 - 30 years,21 - 30 years,Master's degree,Woman,Multiracial
4/13/2021 22:52:56,45-54,Media & Publishing,Reporter,,$40060,,USD,,UK,,,8 - 10 years,8 - 10 years,College degree,Non-binary/third gender,White
2021-04-16 09:29,35-44,Architecture,Project Architect,Entry level position," 45,304 ",7283,USD,,United States,Colorado,Austin,5-7 years,5-7 years,Master's degree,woman,"Hispanic, Latino, or Spanish origin"
04/22/2021 19:34:00,25-34,Insurance,Actuary,Remote position,69249,13447,USD,,France,,,5-7 years,5-7 years,Master's degree,Non-binary/third gender,
04/20/2021,25-34,Tech/Software,ML Engineer,Government pay scale,"58,697.00"," 16,053 ",INR,,Australia,,,8 - 10 years,8 - 10 years,Master's degree,Non-binary/third gender,Another option not listed here
2021-04-25 00:53,25-34,Engineering,Principal Engineer,," 98,611 ",591,AUD,,,,,11 - 20 years,11 - 20 years,Master's degree,woman,Another option not listed here
04/25/2021,18-24,Marketing & Advertising,Brand Manager,Government pay scale," 94,094 ","2,176",USD,,Netherlands,,,8 - 10 years,8 - 10 years,College degree,Female,Another option not listed here
2021-04-12 11:51,35-44,Education (K-12),Principal,,"32,516.00",,USD,gross,USA,,Denver,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
04/28/2021,35-44,Legal,Associate Attorney,Remote position,$146272,,usd,,United States,Massachusetts,Seattle,21 - 30 years,21 - 30 years,PhD,Man,Black or African American
2021-04-24 03:05,35-44,Tech/Software,IT Manager,Senior level,"83,439.00",3880,usd,,Australia,,Chicago,5-7 years,5-7 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin"
04/25/2021 11:46:23,45-54,Engineering (Civil),Civil Engineer,Government pay scale," 66,857 ",,USD,,Canada,,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Male,Black or African American
04/19/2021 07:17:30,25-34,Education (Higher Ed),Postdoctoral Researcher,Contract role,,,GBP,,United States,Illinois,,21 - 30 years,21 - 30 years,Master's degree,Woman,Asian or Asian American
04/14/2021 03:51:42,25-34,Engineering (Civil),Civil Engineer,Remote position,"94,507.00","3,764.00",AUD,,Canada,,Austin,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Black or African American
